dataset_name,variation_type,variation_value,model_name,instance_index,mean_jaccard,mean_spearman
breast_cancer,baseline,0.0,mlp,70,0.48567251461988303,0.35879528366370483
breast_cancer,baseline,0.0,mlp,50,0.6521929824561404,0.565909090909091
breast_cancer,baseline,0.0,mlp,88,0.25609857978279027,-0.38580491196643646
breast_cancer,baseline,0.0,mlp,77,0.5729323308270677,0.319647983595352
breast_cancer,baseline,0.0,mlp,7,0.7305764411027571,0.7276623376623373
breast_cancer,baseline,0.0,mlp,8,0.73640350877193,0.6546838687628161
breast_cancer,baseline,0.0,mlp,19,0.5580200501253133,0.5997915242652084
breast_cancer,baseline,0.0,mlp,92,0.6389097744360903,0.606314080656186
breast_cancer,baseline,0.0,mlp,78,0.4837928153717628,0.33359876965140123
breast_cancer,baseline,0.0,mlp,64,0.6221177944862156,0.5603434723171566
breast_cancer,baseline,0.0,mlp,13,0.6639724310776943,0.6081715652768284
breast_cancer,baseline,0.0,mlp,18,0.5724310776942356,0.4383099794941901
breast_cancer,baseline,0.0,mlp,93,0.6197994987468671,0.6801161995898838
breast_cancer,baseline,0.0,mlp,51,0.5581453634085213,0.5952887901572113
breast_cancer,baseline,0.0,mlp,86,0.4289264828738513,0.0541473000683527
breast_cancer,baseline,0.0,mlp,85,0.7315789473684211,0.2474777853725222
breast_cancer,baseline,0.0,mlp,39,0.8075187969924813,0.6369583048530417
breast_cancer,baseline,0.0,mlp,71,0.5585839598997494,0.2664559125085441
breast_cancer,baseline,0.0,mlp,44,0.7576441102756892,0.5508544087491456
breast_cancer,baseline,0.0,mlp,38,0.7639097744360903,0.35421052631578953
breast_cancer,baseline,0.0,mlp,113,0.4523809523809524,0.250903964456596
breast_cancer,baseline,0.0,mlp,61,0.4593776106934001,0.32900205058099796
breast_cancer,baseline,0.0,mlp,46,0.47192982456140353,0.2751623376623376
breast_cancer,baseline,0.0,mlp,52,0.6957393483709274,0.6823855092276147
breast_cancer,baseline,0.0,mlp,66,0.3494360902255639,-0.10613866170127512
breast_cancer,baseline,0.0,mlp,100,0.7283208020050127,0.6988721804511278
breast_cancer,baseline,0.0,mlp,98,0.6769423558897245,0.652071086807929
breast_cancer,baseline,0.0,mlp,56,0.43431495405179615,0.2864422419685578
breast_cancer,baseline,0.0,mlp,90,0.5388471177944862,0.6782638414217361
breast_cancer,baseline,0.0,mlp,74,0.668170426065163,0.5195420369104581
