dataset_name,variation_type,variation_value,model_name,instance_index,mean_jaccard,mean_spearman
breast_cancer,imbalance,0.7,mlp,63,0.5725563909774437,0.6058885850991114
breast_cancer,imbalance,0.7,mlp,43,0.6251253132832081,0.6043831168831169
breast_cancer,imbalance,0.7,mlp,76,0.5154135338345865,0.6095967190704034
breast_cancer,imbalance,0.7,mlp,66,0.6254385964912281,0.4929955570745045
breast_cancer,imbalance,0.7,mlp,6,0.6356516290726818,0.6793489405331511
breast_cancer,imbalance,0.7,mlp,7,0.35340434419381783,-0.07220979564899709
breast_cancer,imbalance,0.7,mlp,17,0.7278195488721806,0.727717019822283
breast_cancer,imbalance,0.7,mlp,82,0.7010025062656642,0.5371001367053999
breast_cancer,imbalance,0.7,mlp,69,0.5891604010025062,0.4320164046479837
breast_cancer,imbalance,0.7,mlp,55,0.8047619047619049,0.5158441558441559
breast_cancer,imbalance,0.7,mlp,11,1.0,0.7915789473684209
breast_cancer,imbalance,0.7,mlp,16,0.6604010025062657,0.7512030075187971
breast_cancer,imbalance,0.7,mlp,81,0.6189223057644111,0.6196001367053999
breast_cancer,imbalance,0.7,mlp,45,0.6466165413533835,0.47505468215994545
breast_cancer,imbalance,0.7,mlp,90,0.5430033416875522,0.40253930280246075
breast_cancer,imbalance,0.7,mlp,75,0.6278404344193819,0.20107142857142862
breast_cancer,imbalance,0.7,mlp,34,0.5566624895572264,0.1242481203007519
breast_cancer,imbalance,0.7,mlp,62,0.7536340852130327,0.7572522214627476
breast_cancer,imbalance,0.7,mlp,39,0.4833333333333333,0.5041165413533835
breast_cancer,imbalance,0.7,mlp,33,0.5756265664160402,0.627529049897471
breast_cancer,imbalance,0.7,mlp,101,0.5883458646616543,0.5823513328776487
breast_cancer,imbalance,0.7,mlp,100,0.636340852130326,0.7648051948051948
breast_cancer,imbalance,0.7,mlp,41,0.5052631578947369,0.5037371838687628
breast_cancer,imbalance,0.7,mlp,46,0.7265664160401005,0.8057758031442243
breast_cancer,imbalance,0.7,mlp,57,0.699248120300752,0.82622009569378
breast_cancer,imbalance,0.7,mlp,88,0.5414786967418547,0.5673598769651401
breast_cancer,imbalance,0.7,mlp,86,0.7047619047619049,0.811367053998633
breast_cancer,imbalance,0.7,mlp,49,0.6568922305764413,0.7687354750512644
breast_cancer,imbalance,0.7,mlp,78,0.7585213032581455,0.3698376623376624
breast_cancer,imbalance,0.7,mlp,65,0.6641604010025064,0.5504237867395763
