dataset_name,variation_type,variation_value,model_name,instance_index,mean_jaccard,mean_spearman
breast_cancer,baseline,0.0,random_forest,70,0.9070175438596491,0.8681203007518798
breast_cancer,baseline,0.0,random_forest,50,0.9052631578947369,0.8938345864661654
breast_cancer,baseline,0.0,random_forest,88,0.6631578947368422,0.8138414217361586
breast_cancer,baseline,0.0,random_forest,77,0.8017543859649124,0.7840601503759399
breast_cancer,baseline,0.0,random_forest,7,0.7964912280701756,0.9269924812030076
breast_cancer,baseline,0.0,random_forest,8,0.9350877192982454,0.8804511278195488
breast_cancer,baseline,0.0,random_forest,19,0.704010025062657,0.8470266575529733
breast_cancer,baseline,0.0,random_forest,92,0.8105263157894737,0.9471428571428573
breast_cancer,baseline,0.0,random_forest,78,0.8561403508771928,0.8327067669172933
breast_cancer,baseline,0.0,random_forest,64,0.7771929824561404,0.9069924812030077
breast_cancer,baseline,0.0,random_forest,13,0.8315789473684211,0.9314285714285715
breast_cancer,baseline,0.0,random_forest,18,0.7456140350877194,0.7230006835269992
breast_cancer,baseline,0.0,random_forest,93,0.9666666666666666,0.8971428571428571
breast_cancer,baseline,0.0,random_forest,51,0.474436090225564,0.24605092276144908
breast_cancer,baseline,0.0,random_forest,86,0.5325187969924812,0.6038978127136022
breast_cancer,baseline,0.0,random_forest,85,0.7596491228070178,0.870075187969925
breast_cancer,baseline,0.0,random_forest,39,0.887719298245614,0.9300751879699248
breast_cancer,baseline,0.0,random_forest,71,0.7631578947368423,0.8658646616541353
breast_cancer,baseline,0.0,random_forest,44,0.68671679197995,0.6996445659603553
breast_cancer,baseline,0.0,random_forest,38,0.45037593984962415,0.2834808612440191
breast_cancer,baseline,0.0,random_forest,113,0.6897243107769426,0.8443950786056051
breast_cancer,baseline,0.0,random_forest,61,0.7508771929824563,0.8730827067669173
breast_cancer,baseline,0.0,random_forest,46,0.9070175438596493,0.6778195488721804
breast_cancer,baseline,0.0,random_forest,52,1.0,0.7394736842105263
breast_cancer,baseline,0.0,random_forest,66,0.36365914786967424,-0.0672661866264407
breast_cancer,baseline,0.0,random_forest,100,0.9105263157894737,0.8980451127819549
breast_cancer,baseline,0.0,random_forest,98,0.887719298245614,0.9385714285714285
breast_cancer,baseline,0.0,random_forest,56,0.8451127819548871,0.7898906356801093
breast_cancer,baseline,0.0,random_forest,90,0.4151629072681704,0.003937115516062886
breast_cancer,baseline,0.0,random_forest,74,0.8017543859649123,0.8606766917293235
